developmental_system,HES5,NPPA,NPPB,HSPB7,MATN1,FABP3,DAB1,TACSTD2,NFIA,LRRC7,NEGR1,LINC01781,DPYD,NTNG1,S100A10,S100A11,SPRR2F,S100A9,S100A12,S100A8,S100A4,S100A1,SPTA1,MNDA,APOA2,CFAP126,HSPA6,RGS4,LMX1A,NPHS2,RGS16,BRINP3,ASPM,TNNT2,TNNI1,LAX1,REN,KISS1,CENPF,ACTA1,RYR2,CHRM3,LINC01814,APOB,TCF23,ALK,CYP1B1,SLC8A1,NRXN1,LRRTM4,CTNNA2,FABP1,MAL,DPP10,CNTNAP5,NCKAP5,THSD7B,LRP1B,LINC01876,KCNH7,AC016766.1,AC073050.1,LRP2,TTN,ZNF385B,PDE1A,ZNF804A,AC007319.1,COL3A1,TMEFF2,PLCL1,PARD3B,MYL1,ERBB4,FN1,IGFBP5,DES,CNTN6,CNTN4,AC069277.1,GRM7,ZNF385D,RARB,RBMS3,CCK,CCDC13-AS1,MYL3,TNNC1,MUSTN1,CACNA2D3,ROBO2,ROBO1,CADM2,EPHA3,EPHA6,GABRR3,ALCAM,GAP43,LSAMP,AC092691.1,CSTA,MYLK,GP9,CPNE4,CLSTN2,AC092957.1,SUCNR1,MECOM,NLGN1,LINC00501,AHSG,SST,FGF12,SLIT2,KCNIP4,AC096576.2,PCDH7,LINC02506,PHOX2B,LINC00682,KCTD8,IGFBP7,TECRL,JCHAIN,ALB,AFP,PF4,PPBP,SPP1,CCSER1,GRID2,BMPR1B,UNC5C,DKK2,COL25A1,SYNPO2,MYOZ2,SFRP2,FGB,FGA,FGG,FSTL5,MARCH1,SPOCK3,GALNTL6,CTNND2,CDH18,CDH12,AC022140.1,CDH9,CDH6,CDC20B,CCNO,PDE4D,ADAMTS6,CRHBP,HAPLN1,ADAMTS19,CXCL14,EGR1,GRXCR2,PPP2R2B,SPINK1,SGCD,EBF1,AC109466.1,AC008415.1,TENM2,SLIT3,GABRP,DCDC2,SCGN,HIST1H1A,HIST1H1C,HIST1H4C,HIST1H1B,AIF1,AL109615.2,KHDRBS2,ADGRB3,KCNQ5,CGA,SIM1,GRIK2,PLN,FABP7,NKAIN2,CCN2,MOXD1,EYA4,SAMD5,AL033504.1,TBXT,AL606970.3,SDK1,NXPH1,AC011287.1,DGKB,AGR2,HDAC9,NPY,CREB5,BMPER,MYL7,IGFBP3,MAGI2,SEMA3C,HGF,CACNA2D1,SEMA3A,SEMA3D,ZNF804B,TFPI2,TAC1,SERPINE1,RELN,FOXP2,KCND2,GRM8,PLXNA4,CHRM2,PTN,CNTNAP2,DPP6,SHH,FRMPD4,SMPX,SAT1,IL1RAPL1,DMD,SYP,XIST,DACH2,PCDH11X,IL1RAPL2,XACT,HTR2C,GPC3,FGF13,CTAG2,CSMD1,DEFB1,SGCZ,FGF17,SLC25A37,NEFM,NEFL,EBF2,PNOC,NRG1,UNC5D,AC103843.1,SNTG1,XKR4,PENK,TOX,NKAIN3,LINC01414,CRH,CPA6,SULF1,EYA1,KCNB2,STMN2,AC015522.1,RALYL,CA3,CALB1,ZFPM2,ANGPT1,RSPO2,CSMD3,OC90,GLIS3,FREM1,BNC2,ADAMTSL1,LINGO2,TRPM3,ALDH1A1,ANXA1,NTRK2,GADD45G,COL15A1,AMBP,TNC,FCN1,CLIC3,TNNT3,HBD,HBG1,HBG2,HBE1,SOX6,CSRP3,NELL1,SLC17A6,LUZP2,LRRC4C,PRG3,PRG2,LINC02739,ACY3,PHOX2A,UVRAG-DT,MIR4300HG,DLG2,FAT3,CNTN5,GRIA4,SLN,C11orf88,CRYAB,APOC3,APOA1,TAGLN,KIRREL3,NTM,OPCML,ADARB2,CACNB2,NEBL,ANXA8,PRKG1,DKK1,LINC02672,PCDH15,CTNNA3,KCNMA1,NRG3,ACTA2,ANKRD1,RBP4,HPSE2,PAX2,FGF8,INA,SORCS3,EMX2,MKI67,SLC2A3,CD69,CLEC1B,TMEM52B,MGP,PTPRO,PDE3A,AC084816.1,TMTC1,PDZRN4,AC004241.1,PRPH,KRT8,KRT18,PMEL,LYZ,NAV3,SYT1,PPFIA2,TMTC2,NTS,MGAT4C,LUM,DCN,MYBPC1,MYL2,LHX5-AS1,TMEM132C,TMEM132D,DCLK1,POSTN,PCDH9,GPC5,GPC6,CLDN10,HS6ST3,FGF14,FAM155A,AL132780.1,MYH6,MYH7,LINC02306,LINC01551,NPAS3,NKX2-1,MDGA2,RGS6,NRXN3,FLRT2,CHGA,SERPINA6,SERPINA1,DLK1,MEG3,MEG8,CKB,GABRG3,ACTC1,SEMA6D,UNC13C,TPM1,CRABP1,HBZ,HBM,HBA2,HBA1,C16orf96,RBFOX1,GRIN2A,AC099489.1,SHISA9,ACSM3,MYLPF,AHSP,MT2A,MT1E,MT1G,MT1H,MT1X,RRAD,TPPP3,CNTNAP4,ADAMTS18,TUBB3,MYH3,CCL2,CCL3,CCL4,CCL3L1,TOP2A,KRT19,SOST,SLC4A1,MYL4,HOXB-AS3,PRAC1,CA10,MPO,TEX14,APOH,KCNJ16,DLGAP1,TTR,MIR924HG,SLC14A2,DCC,CCBE1,PLCB1,MACROD2,SLC24A3,CST1,MYL9,PTPRT,WFDC2,UBE2C,TNNC2,TSHZ2,PRTN3,RETN,JUNB,BST2,AC123912.2,ZNF536,CLC,APOE,APOC2,CKM,CCDC155,AC020909.2,TNNT1,TNNI3,TMEM150B,CLDN5,CRYBB3,TIMP3,HMOX1,MB,CACNG2,LGALS1,APOBEC3F,NCAM2,AP000561.1,GRIK1,RIPPLY3,PCP4,DSCAM,TFF3,MT-ATP6,MT-CO3,MIR205HG,AC007391.3,IQCJ-SCHIP1,SOX2-OT,AC084740.1,AC022433.1,H19,DISC1FP1,RMST,AC004817.5,AC016168.4
IM,-0.32010809104536064,-0.11193142138448225,-0.07177755857772099,-0.11758658208673929,0.05277792338792215,-0.12358637088806174,0.07902817368361631,-0.06871624440022782,0.2887606638624628,0.2864105577958619,-0.13191657053724518,0.20591588948462786,0.12564122157496865,0.4150875009308523,0.04761533617127045,0.13341092353548964,0.34984511193497925,-0.07665046282978687,-0.021179067536747892,-0.03570790710700033,-0.11113080564763703,0.09797964708837377,-0.08797033763669808,-0.05573925545652824,-0.20725313312387875,0.0019155821595155241,0.098752550068776,0.3139775684358384,-0.0256653260172391,0.6500764622759888,-0.17515679733255146,-0.10608911061464256,-0.17085134935869042,-0.12936455976594108,0.05710765877444068,-0.023340365915941592,0.09597920727634947,-0.012228515970478469,-0.2675370047092116,-0.0817508349236145,-0.02280033445231176,0.01824648973361299,0.0444586405015941,-0.13002042971133101,0.012494932391186913,-0.15888186080615477,-0.1626534133128435,0.3867837385149156,-0.08027287447185487,0.18920169954586213,0.009602889499657732,-0.16263170466488838,0.42074091392616997,0.5862010091043286,-0.08582369769679996,-0.20683219506734457,-0.09678362510153266,0.1862746559263298,0.10259169616868469,0.5726249702230705,-0.09828246994087653,0.03502061731917437,0.10921045172376481,-0.12726077625782756,-0.03954495981958561,-0.14934159290368704,0.2617911162946784,0.06869146933355354,0.4118185275181331,-0.14507922234246975,0.43778908131035377,0.35504551788925676,-0.006943700282023693,0.19402371930079051,-0.06261711925078377,0.4799195539906654,0.08086727716154915,0.43567745053388707,0.7415129521775392,-0.03488806838263499,-0.041814381772841115,0.09641963913233885,0.1694429074925745,0.012366837602808238,-0.10802623835337605,-0.022692182506500798,-0.12350315973890434,-0.17097162254550322,-0.24964286913605302,0.10523842116628546,0.5003056517518385,0.552119833903769,-0.02058606155583649,-0.01816038182735183,-0.0673426237691156,-0.01719163062397305,0.21870720243327296,-0.06893203556027329,-0.2130655067579515,-0.031640108788997826,-0.029222007000573664,0.062130033205131434,-0.035510866064699456,-0.08685811032102679,0.017253659129025146,-0.22749661373295876,0.5737776681817408,-0.2914473195183595,0.08386278690951843,-0.020073969517302184,-0.15345770416476084,0.3716886323097117,-0.10822850002986732,0.4059864355598199,-0.08208193214551425,-0.0028587632480169805,0.09243125131996202,-0.041263619470984565,-0.11174343070415313,-0.08375639593593787,0.300897857547978,0.580710723349328,-0.18067358887166346,-0.029975159174117933,-0.17316106016831867,-0.24467843152769037,-0.011143678891553281,-0.016501445133789712,0.00042849824597451043,-0.10871116228222973,0.08555915463216457,0.20474313257521656,0.6312322036533903,0.19982801160522484,-0.08992515267334313,-0.20145891091992546,-0.1449099991468609,0.034358199769445485,-0.12705997484637496,-0.10682988516111107,-0.12085762940768925,-0.029801357005142675,-0.15447403483215863,-0.16745566038999038,-0.024222972293331178,-0.2655767357301613,0.581594068549897,0.17702830973907926,-0.03551159429043897,1.2790589103526464,0.16937626645544024,-0.03611722281808028,-0.031871225187851994,0.06561075267845236,-0.16333707616279297,-0.07670123477824099,-0.12242964507959836,-0.04735669920695758,-0.20618390196099393,-0.0050011368459080335,0.00023221091888523301,0.07554818048566449,-0.11954344423068591,-0.1958906361221306,0.4344775493439026,1.3567442494143849,1.2464774148366222,0.13813294490729505,0.7578195916516031,-0.07091255881631896,1.3160727302485826,-0.057904428253036565,-0.2313963326678455,-0.23920984428212586,-0.2642443584700255,-0.25565147610697303,0.0349884372332093,-0.00864037427393818,-0.16714654481850358,-0.15833455999335688,-0.28362389840719016,0.02686153494923078,0.269403112609667,0.3542103493543037,-0.11289018917462865,-0.30606909897618395,0.2764628324712744,0.25213445646088445,0.2867915358825123,-0.07256691737370762,0.13023509554367618,0.10095890551066695,-0.03419817054120389,-4.7329770872416966e-05,-0.0641075558811034,-0.026123876807459544,-0.06187137064453439,0.13387927451363466,-0.08911177553483134,-0.19831548433089943,0.19398073688117343,0.06777761140309144,0.4528086729944093,-0.18659395095893833,1.005291645881365,1.0769420764356732,0.3263364834619736,-0.2222335435176317,0.21231754920410556,-0.30024185368382095,0.1370517463936934,0.04391814274256397,0.3811485970262113,-0.0959601869745398,-0.03357330850396777,-0.19815005259323143,0.21735912431544896,0.373218306838091,0.014451556253512562,0.39088766198854,-0.11633593768837175,-0.3484402659438513,0.23566994054963342,0.8417013100839462,-0.11103608441534642,0.0842604616538316,-0.14283906632914797,0.03602921810670225,1.1170498953927699,0.1437740257100532,-0.11613511432445904,0.27883259648925085,0.4014386387840598,0.3076027542193654,0.6883674246481338,-0.03790670448317894,-0.03993147316282281,1.173175955622803,-0.27842436176951696,-0.013518715913364425,0.09875756687143403,0.04284959344056761,-0.06600904849610151,-0.10199412467294092,-0.023416495945329272,-0.023749673952641926,-0.03721750845465603,-0.054433392521761534,0.4562685824152093,0.2814564519296384,0.16032455165745887,0.024929071697014943,-0.08190363958415126,0.09550128820154924,0.04837057526477779,-0.2494443233117472,-0.1200171187516833,-0.36934607515112666,-0.03852100542591204,0.002324057404043039,-0.08248136732988372,0.055319842691056484,-0.13479316232722452,-0.23030969938283752,-0.1979503967571464,0.2828982419086898,-0.027964322935629095,0.17925037637800242,-0.010079312059710263,0.6490583788825128,-0.21551418832677227,0.812322461595591,-0.05332826018737045,0.1309837576076985,0.2331013565573783,0.49117230342678303,-0.011309222611223645,0.3264984522844644,-0.05192525181124514,0.2781027609063611,-0.005604552131159232,1.178967717484597,-0.21644582106244986,-0.05639836976650131,-0.11559547402810028,0.3319707229701493,-0.03512738687312723,-0.04789767717083755,0.1009750310077408,0.2351189661380089,-0.12199033695678924,-0.14024213807785993,-0.14773993330687604,-0.10710300429646602,-0.1416497240297815,0.010103093044970455,-0.08315487197339795,-0.06320141460460252,0.574198663150058,-0.00710219470654222,-0.02181409573306858,-0.031655626063614814,-0.08588249371996114,-0.05660941467460278,-0.00956272036404535,0.009130444397173119,0.1499290785418297,0.14503331025022043,0.9908425790969723,0.4742279961234988,-0.027266488133644785,-0.031485902949406966,-0.008274722511154586,-0.09839446032665694,-0.10166888716752503,0.06916411587452993,-0.027546607771545117,-0.10570208765115702,0.5297757941461565,-0.22366414493539022,0.06555079949443043,0.3739547471764465,-0.033532824222760785,0.14260648732913728,-0.036212814953524214,0.8351339109475975,0.8719112572602068,0.003248097759896446,0.21354768673158186,0.4602336110666129,-0.147378901938249,-0.02331667517929701,-0.1682909122657229,-0.24443459120466252,1.1394496789989295,-0.060764593291680595,-0.15930746220628092,-0.1843878737253658,1.0047975605305963,-0.22367318866538935,-0.17507908539538036,0.05065049985611294,-0.06091987423475949,0.07293406824093845,0.06828010985432713,0.30949226922107287,1.2896222892835136,-0.042223337753517276,-0.11456002027107325,0.035396830368262945,0.044376519390585394,-0.08632525201407987,0.6753365499489028,0.5467227687002403,-0.13505287644742364,-0.07248159154348564,0.1537730017410519,0.14877722830242507,-0.08528170347728499,0.05557157571590993,-0.06860377829595629,1.8750399971871656,-0.2892665252560964,0.33211723716550556,-0.03998512829041725,-0.09823986720006564,-0.12956744871399214,-0.39670931586355374,-0.13692105818363115,-0.2737536864083033,1.1254135380988075,1.3697060400975314,0.3770210930684033,0.3499638476053706,-0.07018220390653843,-0.013673441614296025,0.03046916065151091,0.22166355678094943,-0.014539309436404751,-0.12991418829650897,-0.10810276004665732,-0.17897290312390438,-0.10630396755059768,0.1902165935316241,-0.09599398071780547,0.28284779809442795,-0.11862250729029662,1.1005439243296404,0.039884761299426925,-0.053510847327751354,-0.11660016059600882,-0.19612941639529788,1.1481968084434753,0.5970380258575181,0.6665900562500112,-0.2726698573056128,0.20807338328069835,-0.19694002161972943,0.1131277013092417,-0.011547538438795168,0.2978997091806875,-0.42006539841418805,-0.14954147836830683,-0.11806563373521763,-0.14235117315707588,-0.13233339641797034,0.0516353366462824,0.1904718621821866,1.2098473354815018,-0.0623385314512636,0.016000180372394736,0.4059934417856754,0.04045867000270654,-0.11197210431583303,-0.3043722056358002,-0.1749609330366967,-0.1786994263959512,-0.12111096452325121,-0.17055721933997103,-0.1618454846591978,0.12053315141289447,2.1040409287661204,0.19922584671008964,-0.3672458972388547,0.1664158004588545,-0.12809979691295523,-0.08060518560306648,-0.05439919711143881,-0.08247688974951732,-0.2622987969722283,0.6195341114509368,0.4620427883227994,-0.11391710241203656,-0.18125264277471878,0.26415767718738287,-0.042803024663366086,0.2848588481613708,-0.01853484972326908,-0.0710015482723559,-0.09264921507854676,0.5190537606475961,0.2780492619842038,-0.18263023756700292,-0.05228765751968839,0.2764479987414045,-0.22875314491753815,0.6448970281945046,-0.06694701520459122,0.17900660586009753,0.5454336794196472,-0.008692031846607757,0.2312331170423132,-0.05774450403236729,0.22140358377070732,-0.19246896784189194,-0.056566258770038846,0.977739593438433,0.01431797017306989,-0.07697696163492493,-0.07325994680666194,2.272032638994604,-0.025686216628826662,-0.009902595907851744,-0.0018490367642038325,0.4895351837128369,-0.12198714130704423,-0.13987846898037815,-0.017599141126092364,-0.15859224344946254,0.22638758074195173,-0.059779570830030083,-0.023951916222688528,0.46167951984045225,-0.024476284819568636,0.05170099227211413,-0.08916373215395101,-0.12025267788063722,-0.04153278309280468,-0.25627256317589664,0.20925680544875677,-0.1783684445846741,-0.06489052554126037,0.03081239560155693,-0.012598427159250912,0.39216545096583666,-0.1092175348198311,-0.03829796391497363,-0.06438358862322059,0.006134080329585113,-0.14798287168088312,-0.006767247108787941,0.43518533120707087,-0.17055329137532185,0.009652682427161005,-0.006107046385365144,0.9498811777257661,-0.13203361051336052,0.17833345574973397,-0.037139735349514806,0.018447827557874656
blood,-0.32435545704449753,-0.040283641904421505,-0.07483338762646109,-0.09932711288877857,-0.059028820567563416,0.17229923330960603,-0.45362732256601374,-0.11801994998951758,-0.36281276378291155,-0.19857389629311292,-0.2586681719568793,-0.0368065583056686,-0.04612603385934672,-0.21798927346387728,-0.24575872169559815,-0.13472677920434234,-0.09296569519153358,1.4645478021474176,0.1494974428585434,0.3251693636560133,3.165056331830118,0.38152931335741547,1.9957327403456335,1.0799654572253772,0.34781403385159887,-0.053958561401768614,0.6293931499338594,-0.1514986124839419,-0.13049969530154965,-0.02547084055960514,-0.08384361591766386,-0.1101111754943901,-0.2098717237540658,-0.12567076097197546,-0.2353880649080276,0.026206546421754608,-0.03851002088372012,-0.03282830405883231,-0.4398856364593227,-0.0750093588371362,-0.18196699319071433,-0.06274992681997221,0.012788647280907395,0.12530785866587654,-0.026624577421353143,-0.16856437209654274,-0.22208617805279512,0.08923398415942994,-0.362524506767216,-0.22631918916484242,-0.35697009694104204,0.18281350849455688,-0.07080049469686943,-0.4330534274165839,-0.1276288350757106,-0.16206584308108815,-0.21411260219179554,-0.3246198759533006,-0.22570964826875203,-0.18746324379010287,-0.11539642794961885,-0.3443093992502993,-0.3006289583324743,-0.08569655525224316,-0.003424598792500463,-0.23468349435179703,-0.2180254674039031,0.154092110614866,-0.7423415466197056,-0.2082474576325912,-0.18257888992280272,-0.49022874778078296,-0.060099206150610485,-0.3921794173167924,-0.5944252632631924,-0.5298934404981706,-0.13415024882958682,-0.1968481907023208,-0.5239762445474486,0.05234317234496156,-0.17765922490145114,-0.2754498845021519,-0.5408132677277923,-0.632488286231499,-0.10425319992732737,-0.028067511118564734,-0.08502805452459723,-0.12055376245348229,-0.25822200982002247,0.003870837779017324,-0.5313512251517319,-0.6914590582731303,-0.32575727142882654,-0.3645853107342361,-0.2404130417971731,-0.023785678155524362,-0.32432365763254895,-0.2451157168521524,-0.7666534962217286,-0.29428205320813505,0.40979807251920014,-0.12291371503757131,0.6466489178807657,-0.14588004365260498,-0.23595293992962751,-0.22292455014971205,0.8584211175474615,-0.6579632772333415,-0.6295478265131059,-0.026669914414938267,0.13177845103471672,-0.09867340728028051,-0.1761117619066705,-0.5350953552434748,-0.2617792762037447,-0.030917140356041435,-0.5444799212963679,1.1839782593294255,-0.10248983381755784,-0.08579003070576127,-0.20236778807710873,-0.08461717177455848,-0.1519748421825257,0.7346421939515632,0.24724990318271706,0.4080441546887712,0.2783100294717207,0.25873123071958737,1.909885277332513,-0.23513548340458834,-0.2832353907803968,-0.5766695265268711,-0.4703541205307829,-0.12973150478974124,-0.5034117419043665,-0.2644393628444368,-0.10575147942341771,-0.5270460842425677,0.0870530988299673,0.012413359939487908,0.01428164834589721,-0.20227872345122258,0.5218378779486892,-0.23217074124856846,-0.1364603439506115,-0.4489331063623384,-0.21535236207015399,-0.17847215719074722,-0.06437176484456322,-0.09343899660903864,-0.3830250053331935,0.015026086808753631,-0.02406324974834896,-0.28420989736434704,-0.563586257271497,0.005518541773723667,-0.28117702142310946,-0.1763841606453597,-0.19497371461667898,-0.15377599482185686,-0.0436020896914544,-0.23410282158742138,0.07960057325703501,-0.4287716897357073,-0.44406185844212126,-0.3219308016451192,-0.19807881311171538,-0.4424748320421225,-0.5191174041660812,-0.05576380863167095,-0.10469917140499556,-0.009469679652869937,-0.45883043721746336,-0.04494849139616416,-0.3059906075451992,-0.1188846496345813,3.617837398409874,-0.055358086747215055,-0.3263266917382493,-0.5473365702520063,-0.13814665380467714,-0.01137904647015251,-0.1509355504758231,-0.32777507700778363,-0.09223710262555498,-0.30517855980900654,-0.3994502578915678,-0.6276894125975073,-0.33382298625589635,-0.32640468254986765,-0.26453213914438123,-0.23350836682983767,-0.03927030409028506,0.012100661007861752,-0.5123534794404393,-0.07203755659685537,-0.1461747698919708,-0.2310077345379984,3.049343381033399,0.9087718248736035,-0.11499854319198327,-0.27728904088514167,-0.21968060604587122,-0.04749004222553992,-0.23189330874963401,-0.531367229894675,-0.3330073805918265,-0.20225446342919906,-0.46361891567969277,-0.5429110518861648,-0.2966845367786976,-0.08934685486769665,-0.07263876961348875,-0.12476125603077821,0.007649538994029688,0.3258733892995779,-0.6385673004159658,-0.28270576710751033,-0.21895604038609007,-0.1736150626280387,-0.18669709348571262,-0.8766078099934095,-0.38128695223286674,-0.2792889981927112,-0.11892153823631818,-0.10397455916747861,-0.11452612327928417,1.8000750493965951,-0.43202025435316554,-0.4113348160211485,-0.10015741069336506,-0.3488878766258112,-0.3705910275322457,-0.2903216611767181,-0.13679623335527138,0.24489514454472433,-0.058619318102490464,-1.033527636132958,-0.286459638601906,-0.02341349725319977,-0.1769217000421414,-0.016522311650683557,-0.15267938143773044,-0.09812495789237907,1.814975307944677,-0.24803140242165028,-0.20384678070053872,-0.42760773422757686,-0.032316257581938554,-0.36726290683700785,-0.3819349666477363,-0.05441159176949064,-0.1587035136874596,-0.13347861050528326,-0.061490621631994535,0.09955576595704002,-0.5567819218776913,-0.3571450606065811,-0.03210422927849472,-0.04544529312761953,-0.41910184704415726,-0.43190208229859783,-0.301154936107259,-0.2226680815698546,-0.18821719996668554,-0.22648986716508696,-0.12770479244709454,-0.06903435760665363,-0.2038398900007979,-0.06622019639131593,-0.21527061027766312,-0.1419656564052053,-0.045831043334595666,-0.20997559743960392,-0.4541401930665879,-0.48357280210323644,-0.30412078521833813,-0.181494643056268,-0.23402344038783407,-0.07657164622487378,0.7390315471336462,-0.3344348178607486,-0.11406743662342818,-0.09102745811941966,0.01974079472836784,-0.23173649664110588,0.2811149702152956,-0.032956789577515376,-0.027774150591644405,0.3759135378191007,2.3531652648970187,2.2456492514828748,2.1256155584922416,-0.4550082586051056,-0.09763213135743626,-0.18038231824688936,-0.07580927752045237,-0.22451428634536563,-0.4147329334178786,-0.0005066420983981814,0.12790018220241753,-0.03210254140619957,1.9784266454557453,-0.08933819134717996,-0.02783166205560454,0.002692564226483619,-0.3905230982098352,-0.5574080982219989,-0.3126223138284442,-0.2941407653841076,-0.0619702666561141,-0.03347762072256842,-0.18571737521078163,0.0057947967829410935,0.10803621677473042,-0.25338363576038253,-0.19820822091467397,-0.39329884159267775,-0.1944345672316895,-0.28610768778616436,-0.3545181386650498,-0.30379928377396437,-0.05530739323108597,-0.5384695538086981,-0.19109092911183592,-0.11412794779808152,-0.2015906701307093,-0.2952913713015998,-0.27245242057174524,-0.39319991315620256,-0.14047929580875063,-0.10990805473248313,0.04062909005628434,-0.23358749689759742,-0.1255437580925651,-0.12803147636478276,-0.16732553214980653,-0.25043689647727513,-0.1555926279584708,-0.016663347416322638,-0.12406625123387989,1.29692634686125,0.22764903453056548,0.11006100306336193,-0.07638920523991836,0.12741899076600705,-0.22313070203432184,-0.07976446757330868,-0.33141617962053577,-0.3361141834352021,0.02712409831412913,-0.09678363800622225,-0.4824665598594256,-0.3879856550998776,-0.16202833192302782,1.2482506413384538,-0.08152072538477914,-0.34049142922604875,-0.23908878145907386,-0.5527463107146691,-0.08343841112468127,-0.2351048205179648,-0.48713198988523665,-0.4169182731043948,-0.0721934217438695,-0.046737882252159614,-0.12787810739864136,-0.5594531856487674,-0.2743523951649303,-0.3130020128143028,-0.31876415809730524,-0.4086500936124493,-0.2948008804001665,-0.8637804281576765,-0.07517533914426068,-0.20904996641855028,-0.16026361284243643,-0.4288398605610088,-0.06296798928666456,-0.06414561359496451,-0.0621813526998457,-0.13375762807239783,-0.1021930835355355,-0.4964145374902039,-0.07090889929789633,-0.301356323229528,1.0502172033774024,-0.32584914085057093,-0.6056725571744211,-0.08559350079619868,0.043722274855099254,0.26494049041883133,-0.24879196249863633,-0.472605861458539,-0.38931333735349877,-0.6008507208863553,-0.30332114649174313,-0.11791304979587015,-0.37195989927073353,-0.13023315210368963,-0.7930332242528262,-0.5262359033499956,2.0754364032348205,2.634818479833753,2.2543473312144098,2.3855186043604926,-0.06195992098838892,-0.3787453273280154,-0.18635946623904123,-0.15587930590356922,-0.1913035623257529,0.590549586258026,-0.05168533919518043,2.7912362894739964,1.7970092578767756,1.8479445184061014,1.9227335320468026,1.8492755840341515,1.3658175198348488,-0.09693667806061194,-0.17402070682727105,-0.1331338958955643,-0.2615781504808909,-0.5500765544261961,-0.03795784758879689,0.2268264919645786,1.7473187274942603,1.6226951794316233,1.5366785621547088,-0.15951060562430466,-0.28874367108770493,-0.11338032311116994,2.2472813522634723,0.8071240754384302,-0.2867811029432008,-0.042803024663366086,-0.0674703278858327,0.18049191664834222,0.11389783704921133,0.02728832380474214,-0.0466065657683975,-0.4230232071139616,0.18000921231371222,-0.4158765160623158,-0.06094185131043388,-0.2829162811025829,-0.27628558688606253,-0.2869298840416566,-0.4040117595652731,-0.14268633670030495,-0.016931264028462487,-0.22624215472867837,-0.12994485788212398,-0.332245927504362,-0.2538880110595279,-0.07127876924971825,-0.5297636909590352,0.08155583856759938,2.220173332057759,0.4733744955542579,0.6051908035801559,-0.020156652371989877,-0.3206408663037031,0.06119188702633436,-0.09489209280566112,0.2674373505716149,0.0434682480604662,-0.022282637079038492,-0.07145555659740975,-0.1797001582897017,-0.06903306121723053,0.1745036420589606,-0.10375568666792345,-0.024476284819568636,-0.36702765875478316,1.759053051230008,-0.08338140357146899,-0.05499222995940859,0.3375235538629967,0.11093242711503987,-0.3173018181774159,-0.05133029682113139,-0.17270741264328712,-0.09334876842095359,-0.14347193283781096,-0.09992118428852943,-0.1354976502634663,-0.11585969810240432,-0.10455949236679188,-0.12651199545413408,-0.030623860371370784,-0.20466348929920278,-0.30821476065003583,-0.009511715970507702,-0.07598121020825739,-0.30079959342169804,0.2593330392010992,-0.33531684915703425,0.07308014374524094,-0.028874003806658166
